@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
pre-dreadnought_funnel_6,,funnel,Dual Funnel (Small),,330000,110,,26,brandenburg_funnel_e,1,,funnel,,"need(B_Brandenburg;B_Brandenburg_small;B_Borodino;B_Tsesarevich;Chinese_SemiDread), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(2), fcap(11), smoke(25), size(6.2)",,,,,,,,,,,,,,,,,,,35,28,8500,25500
pre-dreadnought_funnel_6_cl,,funnel,Dual Funnel (Small),,330000,66,,26,brandenburg_funnel_e,1,,funnel,,"need(CL_Emden_Large), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(2), fcap(11), smoke(25), size(6.2)",,,,,,,,,,,,,,,,,,,35,28,8500,25500
pre-dreadnought_funnel_6_small,,funnel,Dual Funnel (Very Small),,285000,100,,24,brandenburg_funnel_e,0.95,,funnel,,"need(B), need(g1)","funnel(2), fcap(10), smoke(22), size(6)",,,,,,,,,,,,,,,,,,,30,24,7500,22500
pre-dreadnought_funnel_6_small_cl,,funnel,Dual Funnel (Very Small),,285000,60,,24,brandenburg_funnel_e,0.95,,funnel,,"need(CL_Emden_Large), need(g1)","funnel(2), fcap(10), smoke(22), size(6)",,,,,,,,,,,,,,,,,,,30,24,7500,22500
pre-dreadnought_funnel_5,,funnel,Air Intake Funnel (Extra Large),,174000,95,,22,irresistible_funnel_a,1.1,,funnel,,"need(B;B_Borodino), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(9.5), smoke(20), size(5.8)",,,,,,,,,,,,,,,,,,,30,24,17500,52500
pre-dreadnought_funnel_4,,funnel,Air Intake Funnel (Large),,135000,86,,18,cressy_funnel_b,1.1,,funnel,,"need(B;B_Borodino), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8.6), smoke(18), size(5.5)",,,,,,,,,,,,,,,,,,,25,20,11500,34500
pre-dreadnought_funnel_3,,funnel,Air Intake Funnel (Medium),,120000,110,,18,cressy_funnel_d,1.02,,funnel,,"need(B;B_Borodino), need(g1)","funnel(1), fcap(11), smoke(17), size(5)",,,,,,,,,,,,,,,,,,,20,16,9500,28500
pre-dreadnought_funnel_2,,funnel,Air Intake Funnel (Small),,105000,75,,18,cressy_funnel_c,1.02,,funnel,,"need(B;B_Borodino), need(g1)","funnel(1), fcap(7.5), smoke(16), size(4.7)",,,,,,,,,,,,,,,,,,,19,15.2,7500,22500
pre-dreadnought_funnel_1,,funnel,Standard Funnel,,90000,60,,15,cressy_funnel_a,1.02,,funnel,,"need(B;B_Borodino), need(g1)","funnel(1), fcap(6), smoke(15), size(4)",,,,,,,,,,,,,,,,,,,15,12,6500,19500
pre-dreadnought_funnel_5_cl,,funnel,Air Intake Funnel (Extra Large),,174000,57,,22,irresistible_funnel_a,1.1,,funnel,,"need(CL_Emden_Large), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(9.5), smoke(20), size(5.8)",,,,,,,,,,,,,,,,,,,30,24,17500,52500
pre-dreadnought_funnel_4_cl,,funnel,Air Intake Funnel (Large),,135000,51.6,,18,cressy_funnel_b,1.1,,funnel,,"need(CL_Emden_Large), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8.6), smoke(18), size(5.5)",,,,,,,,,,,,,,,,,,,25,20,11500,34500
pre-dreadnought_funnel_3_cl,,funnel,Air Intake Funnel (Medium),,120000,66,,18,cressy_funnel_d,1.02,,funnel,,"need(CL_Emden_Large), need(g1)","funnel(1), fcap(11), smoke(17), size(5)",,,,,,,,,,,,,,,,,,,20,16,9500,28500
pre-dreadnought_funnel_2_cl,,funnel,Air Intake Funnel (Small),,105000,45,,18,cressy_funnel_c,1.02,,funnel,,"need(CL_Emden_Large), need(g1)","funnel(1), fcap(7.5), smoke(16), size(4.7)",,,,,,,,,,,,,,,,,,,19,15.2,7500,22500
pre-dreadnought_funnel_1_cl,,funnel,Standard Funnel,,90000,36,,15,cressy_funnel_a,1.02,,funnel,,"need(CL_Emden_Large), need(g1)","funnel(1), fcap(6), smoke(15), size(4)",,,,,,,,,,,,,,,,,,,15,12,6500,19500
maine_funnel_6_large,,funnel,Medium Funnel VII,,91000,72,,12,maine_funnel_b,1.3,,funnel,,need(CA_Tennessee),"funnel(1), fcap(9), smoke(11), size(6.5)",,,,,,,,,,,,,,,,,,,12,9.6,5500,16500
maine_funnel_5_large,,funnel,Medium Funnel V,,79000,64,,10,maine_funnel_a,1.25,,funnel,,need(CA_Tennessee),"funnel(1), fcap(8), smoke(10), size(5.5)",,,,,,,,,,,,,,,,,,,118.4,94.72,69000,207000
maine_funnel_4_large,,funnel,Medium Funnel IV,,69000,75,,9,maine_funnel_b,1.2,,funnel,,"need(B_Kearsarge), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(7.5), smoke(9), size(4.5)",,,,,,,,,,,,,,,,,,,112,89.6,59000,177000
maine_funnel_3_large,,funnel,Medium Funnel III,,52500,66,,8,maine_funnel_b,1.15,,funnel,,need(B_Kearsarge),"funnel(1), fcap(6.6), smoke(8), size(4)",,,,,,,,,,,,,,,,,,,105.6,84.48,43000,129000
maine_funnel_2_large,,funnel,Medium Funnel II,,40000,52,,7,maine_funnel_a,1.1,,funnel,,need(B_Kearsarge),"funnel(1), fcap(5.2), smoke(7.5), size(3.5)",,,,,,,,,,,,,,,,,,,99.2,79.36,33000,99000
maine_funnel_1_large,,funnel,Medium Funnel I,,30500,45,,6,maine_funnel_c,1.05,,funnel,,need(B_Kearsarge),"funnel(1), fcap(4.5), smoke(7), size(3)",,,,,,,,,,,,,,,,,,,105.6,84.48,69000,207000
maine_funnel_4_large_ca,,funnel,Medium Funnel IV,,69000,60,,9,maine_funnel_b,1.2,,funnel,,"need(CA_StLouis;CA_Pennsylvania;CA_Tennessee), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(7.5), smoke(9), size(4.5)",,,,,,,,,,,,,,,,,,,112,89.6,59000,177000
maine_funnel_3_large_ca,,funnel,Medium Funnel III,,52500,52.8,,8,maine_funnel_b,1.15,,funnel,,need(CA_StLouis;CA_Pennsylvania;CA_Tennessee),"funnel(1), fcap(6.6), smoke(8), size(4)",,,,,,,,,,,,,,,,,,,105.6,84.48,43000,129000
maine_funnel_2_large_ca,,funnel,Medium Funnel II,,40000,41.6,,7,maine_funnel_a,1.1,,funnel,,need(CA_StLouis;CA_Pennsylvania),"funnel(1), fcap(5.2), smoke(7.5), size(3.5)",,,,,,,,,,,,,,,,,,,99.2,79.36,33000,99000
maine_funnel_1_large_ca,,funnel,Medium Funnel I,,30500,36,,6,maine_funnel_c,1.05,,funnel,,need(CA_StLouis;CA_Pennsylvania),"funnel(1), fcap(4.5), smoke(7), size(3)",,,,,,,,,,,,,,,,,,,105.6,84.48,69000,207000
maine_funnel_6,,funnel,Dual Small Funnel III,,58500,64.5,,14,maine_funnel_d,0.95,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var) need(g1;g2),"funnel(2), fcap(6), smoke(10), size(3.7), aim(4.5)",,,,,,,,,,,,,,,,,,,99.2,79.36,59000,177000
maine_funnel_5,,funnel,Dual Small Funnel II,,40500,44,,12,maine_funnel_f,0.9,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var) need(g1;g2),"funnel(2), fcap(5.5), smoke(9.2), size(3.3)",,,,,,,,,,,,,,,,,,,92.8,74.24,43000,129000
maine_funnel_4,,funnel,Dual Small Funnel I,,34500,50,,11,maine_funnel_e,0.85,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var) need(g1;g2),"funnel(2), fcap(5), smoke(8.8), size(3)",,,,,,,,,,,,,,,,,,,86.4,69.12,33000,99000
maine_funnel_3,,funnel,Small Funnel III,,28500,32.5,,7,friedrich_funnel_a,0.95,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var),"funnel(1), fcap(3.25), smoke(6.8), size(2.2)",,,,,,,,,,,,,,,,,,,313.6,250.88,319000,957000
maine_funnel_2,,funnel,Small Funnel II,,25500,27,,6,friedrich_funnel_a,0.9,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var),"funnel(1), fcap(2.7), smoke(6.3), size(2.2)",,,,,,,,,,,,,,,,,,,281.6,225.28,269000,807000
maine_funnel_1,,funnel,Small Funnel I,,22500,25,,5,friedrich_funnel_a,0.85,,funnel,,need(B_Maine;B_Maine_Semi;B_Indiana_var),"funnel(1), fcap(2.5), smoke(6), size(1.8)",,,,,,,,,,,,,,,,,,,256,204.8,225000,675000
maine_funnel_6_cl,,funnel,Dual Small Funnel III,,58500,63,,14,maine_funnel_d,0.95,,funnel,,"need(CL_small_3Mast_USFunnels;CL_Chiyoda), need(g1;g2)","funnel(2), fcap(6), smoke(10), size(3.7), aim(4.5)",,,,,,,,,,,,,,,,,,,99.2,79.36,59000,177000
maine_funnel_5_cl,,funnel,Dual Small Funnel II,,40500,33,,12,maine_funnel_f,0.9,,funnel,,"need(CL_small_3Mast_USFunnels;CL_Chiyoda), need(g1;g2)","funnel(2), fcap(5.5), smoke(9.2), size(3.3)",,,,,,,,,,,,,,,,,,,92.8,74.24,43000,129000
maine_funnel_4_cl,,funnel,Dual Small Funnel I,,34500,30,,11,maine_funnel_e,0.85,,funnel,,"need(CL_small_3Mast_USFunnels;CL_Chiyoda), need(g1;g2)","funnel(2), fcap(5), smoke(8.8), size(3)",,,,,,,,,,,,,,,,,,,86.4,69.12,33000,99000
maine_funnel_3_cl,,funnel,Small Funnel III,,28500,19.5,,7,friedrich_funnel_a,0.95,,funnel,,need(CL_small_3Mast_FrenchFunnels;CL_small_3Mast_USFunnels;CL_Chiyoda),"funnel(1), fcap(3.25), smoke(6.8), size(2.2)",,,,,,,,,,,,,,,,,,,313.6,250.88,319000,957000
maine_funnel_2_cl,,funnel,Small Funnel II,,25500,13.5,,6,friedrich_funnel_a,0.9,,funnel,,need(CL_small_3Mast_FrenchFunnels;CL_small_3Mast_USFunnels;CL_Chiyoda),"funnel(1), fcap(2.7), smoke(6.3), size(2.2)",,,,,,,,,,,,,,,,,,,281.6,225.28,269000,807000
maine_funnel_1_cl,,funnel,Small Funnel I,,22500,12.5,,5,friedrich_funnel_a,0.85,,funnel,,need(CL_small_3Mast_FrenchFunnels;CL_small_3Mast_USFunnels;CL_Chiyoda),"funnel(1), fcap(2.5), smoke(6), size(1.8)",,,,,,,,,,,,,,,,,,,256,204.8,225000,675000
maine_funnel_6_small,,funnel,Dual Small Funnel III,,52500,39,,9,maine_funnel_d,0.71,,funnel,,"need(Gunboat), need(g1;g2)","funnel(2), fcap(4), smoke(7), size(3.25), aim(2.5)",,,,,,,,,,,,,,,,,,,240,192,195000,585000
maine_funnel_5_small,,funnel,Dual Small Funnel II,,34500,21,,8,maine_funnel_f,0.68,,funnel,,"need(Gunboat), need(g1;g2)","funnel(2), fcap(3.5), smoke(6.2), size(3)",,,,,,,,,,,,,,,,,,,233.6,186.88,190000,570000
maine_funnel_4_small,,funnel,Dual Small Funnel I,,28500,18,,7,maine_funnel_e,0.65,,funnel,,"need(Gunboat), need(g1;g2)","funnel(2), fcap(3), smoke(5.8), size(2.75)",,,,,,,,,,,,,,,,,,,208,166.4,150000,450000
maine_funnel_3_small,,funnel,Small Funnel III,,22500,13.5,,5,maine_funnel_b,0.71,,funnel,,"need(Gunboat), need(g1;g2)","funnel(1), fcap(2.25), smoke(3.8), size(2)",,,,,,,,,,,,,,,,,,,195.2,156.16,120000,360000
maine_funnel_2_small,,funnel,Small Funnel II,,19500,10.2,,4,maine_funnel_a,0.68,,funnel,,"need(Gunboat), need(g1;g2)","funnel(1), fcap(1.7), smoke(3.2), size(1.75)",,,,,,,,,,,,,,,,,,,179.2,143.36,100000,300000
maine_funnel_1_small,,funnel,Small Funnel I,,16500,9,,3,maine_funnel_c,0.65,,funnel,,"need(Gunboat), need(g1;g2)","funnel(1), fcap(1.5), smoke(3), size(1.5)",,,,,,,,,,,,,,,,,,,147.2,117.76,70000,210000
bouvet_funnel_1_big_tall2,,funnel,Tall Enhanced Funnel IV,,207000,105,,16,bouvet_funnel_a_tall,1.1,,funnel,,"need(BB_French_Early), needunlock(bigearlyfunnels_level_4)","funnel(1), fcap(10.5), smoke(12.6), size(5)",,,,,,,,,,,,,,,,,,,377.6,302.08,450000,1350000
bouvet_funnel_1_big_tall,,funnel,Tall Enhanced Funnel III,,177000,101,,15,bouvet_funnel_a_tall,1.05,,funnel,,"need(BB_French_Early), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(10.1), smoke(12.4), size(4.5)",,,,,,,,,,,,,,,,,,,332.8,266.24,380000,1140000
bouvet_funnel_1_tall,,funnel,Tall Enhanced Funnel II,,129000,96,,14,bouvet_funnel_a_tall,1,,funnel,,need(BB_French_Early),"funnel(1), fcap(9.6), smoke(12.2), size(4)",,,,,,,,,,,,,,,,,,,307.2,245.76,330000,990000
bouvet_funnel_1_small_tall,,funnel,Tall Enhanced Funnel I,,99000,91,,12,bouvet_funnel_a_tall,0.95,,funnel,,need(BB_French_Early),"funnel(1), fcap(9.1), smoke(12), size(3.5)",,,,,,,,,,,,,,,,,,,281.6,225.28,290000,870000
bouvet_funnel_1_big_tall2_cruiser,,funnel,Tall Enhanced Funnel IV,,207000,80,,16,bouvet_funnel_a_tall,0.95,,funnel,,"need(CA_Large_France), needunlock(bigearlyfunnels_level_4)","funnel(1), fcap(10), smoke(15.5), size(5)",,,,,,,,,,,,,,,,,,,249.6,199.68,230000,690000
bouvet_funnel_1_big_tall_cruiser,,funnel,Tall Enhanced Funnel III,,177000,76,,15,bouvet_funnel_a_tall,0.9,,funnel,,"need(CA_Large_France), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(9.5), smoke(15), size(4.5)",,,,,,,,,,,,,,,,,,,176,140.8,110000,330000
bouvet_funnel_1_tall_cruiser,,funnel,Tall Enhanced Funnel II,,129000,72,,14,bouvet_funnel_a_tall,0.85,,funnel,,need(CA_Large_France),"funnel(1), fcap(9), smoke(14.5), size(4)",,,,,,,,,,,,,,,,,,,172.8,138.24,160000,480000
bouvet_funnel_1_small_tall_cruiser,,funnel,Tall Enhanced Funnel I,,99000,68,,12,bouvet_funnel_a_tall,0.8,,funnel,,need(CA_Large_France),"funnel(1), fcap(8.5), smoke(14), size(3.5)",,,,,,,,,,,,,,,,,,,156.8,125.44,130000,390000
friedrich_funnel_10,,funnel,Thin Dual Funnel IV,,957000,240,,50,friedrich_funnel_d,1.1,,funnel,,"need(BB_Italy_Dante), needunlock(bigearlyfunnels_level_3","funnel(1.8), fcap(24), smoke(40), size(10)",,,,,,,,,,,,,,,,,,,140.8,112.64,100000,300000
friedrich_funnel_9,,funnel,Thin Dual Funnel III,,807000,220,,45,friedrich_funnel_d,1.05,,funnel,,"need(BB_Italy_Dante), needunlock(bigearlyfunnels_level_2","funnel(1.8), fcap(22), smoke(38), size(9.5)",,,,,,,,,,,,,,,,,,,115.2,92.16,70000,210000
friedrich_funnel_8,,funnel,Thin Dual Funnel II,,675000,190,,40,friedrich_funnel_c,1.05,,funnel,,need(BB_Italy_Dante),"funnel(1.8), fcap(19), smoke(36), size(9)",,,,,,,,,,,,,,,,,,,96,76.8,50000,150000
friedrich_funnel_7,,funnel,Thin Dual Funnel I,,585000,170,,35,friedrich_funnel_c,1,,funnel,,need(BB_Italy_Dante),"funnel(1.8), fcap(17), smoke(34), size(8.5)",,,,,,,,,,,,,,,,,,,140.8,112.64,55000,165000
friedrich_funnel_6,,funnel,Big Funnel III,,570000,135,,35,friedrich_funnel_a,1.175,,funnel,,"need(BB_Small_Austria;BB_Nassau;Austria_B), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(13.5), smoke(24), size(8)",,,,,,,,,,,,,,,,,,,134.4,107.52,65000,195000
friedrich_funnel_5,,funnel,Big Funnel II,,450000,125,,30,friedrich_funnel_a,1.125,,funnel,,"need(BB_Small_Austria;BB_Nassau;Austria_B), needunlock(bigearlyfunnels_level_2","funnel(1), fcap(12.5), smoke(22), size(7.5)",,,,,,,,,,,,,,,,,,,128,102.4,44000,132000
friedrich_funnel_4,,funnel,Big Funnel I,,360000,115,,27,friedrich_funnel_a,1.075,,funnel,,need(BB_Small_Austria;BB_Nassau;Austria_B),"funnel(1), fcap(11.5), smoke(20), size(7)",,,,,,,,,,,,,,,,,,,118.4,94.72,45000,135000
friedrich_funnel_6_ca,,funnel,Big Funnel III,,570000,108,,35,friedrich_funnel_a,1.175,,funnel,,"need(CA_Russia), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(13.5), smoke(24), size(8)",,,,,,,,,,,,,,,,,,,134.4,107.52,65000,195000
friedrich_funnel_5_ca,,funnel,Big Funnel II,,450000,100,,30,friedrich_funnel_a,1.125,,funnel,,"need(CA_Russia), needunlock(bigearlyfunnels_level_2","funnel(1), fcap(12.5), smoke(22), size(7.5)",,,,,,,,,,,,,,,,,,,128,102.4,44000,132000
friedrich_funnel_4_ca,,funnel,Big Funnel I,,360000,92,,27,friedrich_funnel_a,1.075,,funnel,,need(CA_Russia),"funnel(1), fcap(11.5), smoke(20), size(7)",,,,,,,,,,,,,,,,,,,118.4,94.72,45000,135000
friedrich_funnel_3,,funnel,Big Funnel,,300000,100,,25,friedrich_funnel_a,1.2,,funnel,,"need(B_Brandenburg_small;B_Friedrich;B_Brandenburg), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(10), smoke(25), size(10)",,,,,,,,,,,,,,,,,,,115.2,92.16,36000,108000
friedrich_funnel_2,,funnel,Medium Funnel,,210000,80,,20,friedrich_funnel_a,1.1,,funnel,,"need(B_Brandenburg_small;B_Friedrich;B_Brandenburg), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8), smoke(20), size(9)",,,,,,,,,,,,,,,,,,,102.4,81.92,30000,90000
armoured_cruiser_funnel_10_xbig_dual,,funnel,Dual Big Funnel,,1350000,147,,32,warrior_funnel_c,1.25,,funnel,,"need(Omaha), needunlock(smallearlyfunnels_level_4)","funnel(1.5), fcap(21), smoke(42), size(18), aim(3.5)",,,,,,,,,,,,,,,,,,,400,320,225000,675000
armoured_cruiser_funnel_10_vbig_dual,,funnel,Dual Big Funnel,,1140000,132,,30,warrior_funnel_c,1.2,,funnel,,"need(Omaha), needunlock(smallearlyfunnels_level_3)","funnel(1.5), fcap(19), smoke(39), size(17), aim(3)",,,,,,,,,,,,,,,,,,,284,227.2,195000,585000
armoured_cruiser_funnel_10_vbig_dual_var,,funnel,Dual Medium Funnel,,990000,117,,28,warrior_funnel_c,1.15,,funnel,,"need(Omaha), needunlock(smallearlyfunnels_level_2)","funnel(1.5), fcap(17), smoke(36), size(16), aim(2.5)",,,,,,,,,,,,,,,,,,,108,86.4,65000,195000
armoured_cruiser_funnel_10_vbig_dual_var2,,funnel,Dual Small Funnel,,870000,108,,26,warrior_funnel_c,1.1,,funnel,,need(Omaha),"funnel(1.5), fcap(15), smoke(33), size(15), aim(3)",,,,,,,,,,,,,,,,,,,100,80,57000,171000
armoured_cruiser_funnel_10_big_dual,,funnel,Dual Medium Funnel,,690000,128,,24,warrior_funnel_c,1.075,,funnel,,"need(CA_Warrior;CA_Pisa;CA_Large_GunSides), needunlock(smallearlyfunnels_level_2)","funnel(1.5), fcap(14), smoke(30), size(14), aim(2)",,,,,,,,,,,,,,,,,,,92,73.6,51000,153000
armoured_cruiser_funnel_9_dual,,funnel,Dual Compact Funnel I,,330000,119.2,,22,warrior_funnel_c,1,,funnel,,need(CA_Warrior;CA_Pisa;CA_Large_GunSides),"funnel(1.5), fcap(12.2), smoke(25), size(12), aim(2.7)",,,,,,,,,,,,,,,,,,,80,64,43000,129000
armoured_cruiser_funnel_10_vbig,,funnel,Big Funnel (plus rangefinder),,480000,89.6,,20,warrior_funnel_b,1.1,,funnel,,"need(CA_Warrior;CA_Pisa;CA_Large_GunSides), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(8), smoke(17), size(8), aim(3.2)",,,,,,,,,,,,,,,,,,,300,240,39000,117000
armoured_cruiser_funnel_10_big,,funnel,Medium Funnel (plus rangefinder),,390000,82.4,,18,warrior_funnel_b,1.05,,funnel,,"need(CA_Warrior;CA_Pisa;CA_Large_GunSides), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(7.5), smoke(16), size(7.5), aim(2.8)",,,,,,,,,,,,,,,,,,,255,204,39000,117000
armoured_cruiser_funnel_10,,funnel,Compact Funnel (plus rangefinder),,300000,76,,16,warrior_funnel_b,1,,funnel,,"need(CA_Warrior;CA_Pisa;CA_Large_GunSides), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(7), smoke(15), size(7), aim(2.5)",,,,,,,,,,,,,,,,,,,217,173.6,39000,117000
armoured_cruiser_funnel_9_big,,funnel,Compact Funnel II,,210000,52,,14,warrior_funnel_a,1.05,,funnel,,need(CA_Warrior;CA_Pisa;CA_Large_GunSides),"funnel(1), fcap(6.5), smoke(14), size(6)",,,,,,,,,,,,,,,,,,,135,108,39000,117000
armoured_cruiser_funnel_9,,funnel,Compact Funnel I,,150000,48,,12,warrior_funnel_a,1,,funnel,,need(CA_Warrior;CA_Pisa;CA_Large_GunSides),"funnel(1), fcap(6), smoke(13), size(5.5)",,,,,,,,,,,,,,,,,,,125,100,39000,117000
armoured_cruiser_funnel_10_vbig_cl,,funnel,Big Funnel (plus rangefinder),,480000,67.2,,20,warrior_funnel_b,1.1,,funnel,,"need(CL_Britain_Small;Kuma_Small;CL_Britain_Narrow), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(8), smoke(17), size(8), aim(3.2)",,,,,,,,,,,,,,,,,,,300,240,39000,117000
armoured_cruiser_funnel_10_big_cl,,funnel,Medium Funnel (plus rangefinder),,390000,61.8,,18,warrior_funnel_b,1.05,,funnel,,"need(CL_Britain_Small;Kuma_Small;CL_Britain_Narrow), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(7.5), smoke(16), size(7.5), aim(2.8)",,,,,,,,,,,,,,,,,,,255,204,39000,117000
armoured_cruiser_funnel_10_cl,,funnel,Compact Funnel (plus rangefinder),,300000,57,,16,warrior_funnel_b,1,,funnel,,"need(CL_Britain_Small;Kuma_Small;CL_Britain_Narrow), needunlock(smallearlyfunnels_level_3)","funnel(1), fcap(7), smoke(15), size(7), aim(2.5)",,,,,,,,,,,,,,,,,,,217,173.6,39000,117000
armoured_cruiser_funnel_9_big_cl,,funnel,Compact Funnel II,,210000,39,,14,warrior_funnel_a,1.05,,funnel,,need(CL_Britain_Small;Kuma_Small;CL_Britain_Narrow),"funnel(1), fcap(6.5), smoke(14), size(6)",,,,,,,,,,,,,,,,,,,135,108,39000,117000
armoured_cruiser_funnel_9_cl,,funnel,Compact Funnel I,,150000,36,,12,warrior_funnel_a,1,,funnel,,need(CL_Britain_Small;Kuma_Small;CL_Britain_Narrow),"funnel(1), fcap(6), smoke(13), size(5.5)",,,,,,,,,,,,,,,,,,,125,100,39000,117000
brandenburg_funnel_4,,funnel,Funnel with Boats (Huge),,165000,124,,30,brandenburg_funnel_d,1,,funnel,,"need(B_Brandenburg;B_Brandenburg_small;B_Borodino;B_Tsesarevich;Chinese_SemiDread), need(g1)","funnel(1), fcap(12.4), smoke(17.5), size(4.7)",,,,,,,,,,,,,,,,,,,117,93.6,39000,117000
massena_funnel_2,,funnel,Large Enhanced Funnel ,,195000,77,,15,massena_funnel_a,1,,funnel,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(7.7), smoke(16), size(4.8)",,,,,,,,,,,,,,,,,,,105.6,84.48,39000,117000
brandenburg_funnel_3,,funnel,Funnel with Boats (Large),,132000,118,,25,brandenburg_funnel_c,1,,funnel,,"need(B_Brandenburg;B_Brandenburg_small;B_Borodino;B_Tsesarevich;Chinese_SemiDread), need(g1)","funnel(1), fcap(11.8), smoke(17), size(4.5)",,,,,,,,,,,,,,,,,,,99.2,79.36,33000,99000
massena_funnel_1,,funnel,Medium Enhanced Funnel ,,135000,73,,19,massena_funnel_b,1,,funnel,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(7.3), smoke(15.5), size(4.5)",,,,,,,,,,,,,,,,,,,92.8,74.24,29000,87000
brandenburg_funnel_2,,funnel,Funnel with Boats (Medium),,108000,120,,20,brandenburg_funnel_b,1,,funnel,,"need(B_Brandenburg;B_Brandenburg_small;B_Borodino;B_Tsesarevich;Chinese_SemiDread), need(g1)","funnel(1), fcap(9), smoke(16), size(4.3), aim(3)",,,,,,,,,,,,,,,,,,,68,54.4,33000,99000
brandenburg_funnel_1,,funnel,Funnel without Boats (Small),,90000,61,,15,brandenburg_funnel_a,1,,funnel,,"need(B_Brandenburg;B_Brandenburg_small;B_Borodino;B_Tsesarevich;Chinese_SemiDread), need(g1)","funnel(1), fcap(6.1), smoke(15), size(4)",,,,,,,,,,,,,,,,,,,60,48,29000,87000
danton_funnel_5,,funnel,Funnel with Crane II,,675000,110,,45,dante_funnel_b,1,,funnel,,"need(BB_Danton), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(11), smoke(13.3), fire_ex(20), size(14)",,,,,,,,,,,,,,,,,,,380,304,90000,270000
danton_funnel_4,,funnel,Funnel with Crane I,,585000,140,,35,dante_funnel_d,1,,funnel,,"need(BB_Danton), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(10), smoke(13), fire_ex(10), aim(4), size(10)",,,,,,,,,,,,,,,,,,,330,264,90000,270000
danton_funnel_5_cl,,funnel,Funnel with Crane II,,675000,66,,45,dante_funnel_b,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(11), smoke(13.3), fire_ex(20), size(14)",,,,,,,,,,,,,,,,,,,380,304,90000,270000
danton_funnel_4_cl,,funnel,Funnel with Crane I,,585000,84,,35,dante_funnel_d,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(bigearlyfunnels_level_3)","funnel(1), fcap(10), smoke(13), fire_ex(10), aim(4), size(10)",,,,,,,,,,,,,,,,,,,330,264,90000,270000
danton_funnel_3_big,,funnel,Thin Enhanced Funnel IV,,195000,85,,18,dante_funnel_e,1.05,,funnel,,"need(BB_Danton; BB_French_Early), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8.5), smoke(12.9), size(4.4)",,,,,,,,,,,,,,,,,,,300,240,90000,270000
danton_funnel_2_big,,funnel,Thin Enhanced Funnel III,,171000,80,,17,dante_funnel_c,1.05,,funnel,,"need(BB_Danton; BB_French_Early), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8), smoke(12.6), size(4.1)",,,,,,,,,,,,,,,,,,,390,312,90000,270000
danton_funnel_3_big_ca,,funnel,Thin Enhanced Funnel IV,,195000,68,,18,dante_funnel_e,1.05,,funnel,,"need(CA_Large_France2), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8.5), smoke(12.9), size(4.4)",,,,,,,,,,,,,,,,,,,300,240,90000,270000
danton_funnel_2_big_ca,,funnel,Thin Enhanced Funnel III,,171000,64,,17,dante_funnel_c,1.05,,funnel,,"need(CA_Large_France2), needunlock(bigearlyfunnels_level_2)","funnel(1), fcap(8), smoke(12.6), size(4.1)",,,,,,,,,,,,,,,,,,,390,312,90000,270000
