name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
hull_destroyer_3,hull_destroyer,,$technology_name_hull_destroyer_3,1896,,48,tonnage(tb;700),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 500 tons displacement.,,
hull_destroyer_4,hull_destroyer,,$technology_name_hull_destroyer_4,1898,,48,"tonnage(tb;800), unlock(tb_highbow_large_1;tb_highbow_large_2;tb_highbow_large_3)",,,$technology_desc_hull_destroyer_4,,,
hull_destroyer_5,hull_destroyer,,$technology_name_hull_destroyer_5,1900,,48,"tonnage(dd;850), unlock(dd_1;dd_1_japan;dd_1_german;dd_1_austria;dd_1_russia;dd_1_france)",,,$technology_desc_hull_destroyer_5,"Allows the construction of ""Destroyer"" class ship (DD).",,
hull_destroyer_6,hull_destroyer,,$technology_name_hull_destroyer_6,1901,,48,"tonnage(dd;900), unlock(dd_1_german_large)",,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 700 tons displacement.,,
hull_destroyer_7,hull_destroyer,,$technology_name_hull_destroyer_7,1902,,48,"tonnage(dd;950), unlock(dd_1_austria_large)",,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 800 tons displacement.,,
hull_destroyer_8,hull_destroyer,,$technology_name_hull_destroyer_8,1903,,48,tonnage(dd;1000),,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 800 tons displacement.,,
hull_destroyer_9,hull_destroyer,,$technology_name_hull_destroyer_9,1906,,48,tonnage(dd;1050),,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 900 tons displacement.,,
hull_destroyer_10,hull_destroyer,,$technology_name_hull_destroyer_10,1910,,48,"tonnage(dd;1100), unlock(dd_2;dd_2_japan;dd_2_german), obsolete(tb_lowbow;tb_highbow;tb_standard)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,100 tons displacement.",,
hull_destroyer_11,hull_destroyer,,$technology_name_hull_destroyer_11,1911,,48,"tonnage(dd;1200), unlock(dd_2_russia), obsolete(tb_highbow_large_1;tb_highbow_large_2;tb_highbow_large_3)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,200 tons displacement.",,
hull_destroyer_12,hull_destroyer,,$technology_name_hull_destroyer_12,1913,,48,"tonnage(dd;1300), unlock(dd_2_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,300 tons displacement.",,
hull_destroyer_13,hull_destroyer,,$technology_name_hull_destroyer_13,1915,,48,tonnage(dd;1400),,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,400 tons displacement.",,
hull_destroyer_14,hull_destroyer,,$technology_name_hull_destroyer_14,1917,,48,"tonnage(dd;1500), unlock(dd_3;dd_3_japan;dd_3_german), obsolete(dd_1;dd_1_japan;dd_2;dd_2_japan;dd_1_german;dd_1_austria;dd_1_russia;dd_1_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,500 tons displacement.",,
hull_destroyer_15,hull_destroyer,,$technology_name_hull_destroyer_15,1919,,48,"tonnage(dd;1600), unlock(dd_3_russia;dd_3_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,600 tons displacement.",,
hull_destroyer_16,hull_destroyer,,$technology_name_hull_destroyer_16,1920,,48,tonnage(dd;1700),,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,700 tons displacement.",,
hull_destroyer_17,hull_destroyer,,$technology_name_hull_destroyer_17,1922,,48,"tonnage(dd;1800), unlock(dd_4_japan)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,800 tons displacement.",,
hull_destroyer_18,hull_destroyer,,$technology_name_hull_destroyer_18,1923,,48,"tonnage(dd;1900), unlock(dd_4;dd_4_russia;dd_4_france;dd_us_flush), obsolete(dd_2;dd_2_russia;dd_2_france;dd_2_german;dd_1_german_large;dd_1_austria_large)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,900 tons displacement.",,
hull_destroyer_19,hull_destroyer,,$technology_name_hull_destroyer_19,1925,,48,"tonnage(dd;2200), unlock(dd_5_akizuki_nose_cave_middle;dd_5_nose_small_usa)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,000 tons displacement (DL Class).",,
hull_destroyer_20,hull_destroyer,,$technology_name_hull_destroyer_20,1927,,48,"tonnage(dd;2400), tonnage(tb;1800), unlock(dd_5_akizuki_nose_long;dd_5_nose_small_german;dd_5_nose_generic_small;dd_5_stern_small_russia;dd_5_nose_small_france;dd_5_nose_medium_usa;tb_sloop;tb_sloop_jap;tb_sloop_france;tb_modern_german;tb_sloop_rus)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_21,hull_destroyer,,$technology_name_hull_destroyer_21,1929,,48,"tonnage(dd;2600), tonnage(tb;2000), unlock(dd_5_akizuki_nose_long;dd_5_stern_large_italian;dd_5_stern_large_russia;dd_5_nose_large_britain;dd_5_nose_large_usa;dd_5_akizuki_nose_short;tb_sloop_large)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_22,hull_destroyer,,$technology_name_hull_destroyer_22,1931,,48,"tonnage(dd;2800), tonnage(tb;2200), unlock(dd_5_nose_large_generic)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_23,hull_destroyer,,$technology_name_hull_destroyer_23,1933,,48,"tonnage(dd;3000), tonnage(tb;2400), unlock(dd_5_nose_large_france;dd_5_nose_large_german;dd_5_shimakaze)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,000 tons displacement (DL Class).",,
hull_destroyer_24,hull_destroyer,,$technology_name_hull_destroyer_24,1936,,48,"tonnage(dd;3300), tonnage(tb;2600)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,000 tons displacement (DL Class).",,
hull_destroyer_25,hull_destroyer,,$technology_name_hull_destroyer_25,1939,,48,"tonnage(dd;3500), tonnage(tb;2800)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
hull_destroyer_26,hull_destroyer,,$technology_name_hull_destroyer_26,1942,,48,tonnage(dd;4000),,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
hull_destroyer_27,hull_destroyer,,$technology_name_hull_destroyer_27,1945,,48,"tonnage(dd;7500), unlock(dd_6_nose_large_italian;dd_7_fletcher_style_big;dd_7_fletcher_style_small;dd_7_daring_style_big;dd_7_daring_style_small;dd_7_german_hybrid_dd;dd_7_france_dd;dd_7_russia_dd;dd_7_flushdeck_dd_small;dd_7_flushdeck_dd_large;dd_us_flush;dd_8_hybrid_cruiser_gen;dd_8_hybrid_cruiser_italy;dd_8_france_dd;dd_8_russia_dd)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
# $techType_name_hull_cruiser,hull_cruiser,,,,,,,,,,,,
hull_cruiser_1,hull_cruiser,,$technology_name_hull_cruiser_1,1891,,36,"tonnage(cl;3500), unlock(cl_1_medium_germany;cl_1_medium_russia;cl_1_medium;cl_1_medium_strbow;cl_1_rambow_france;cl_2_rambow;cl_2_straightbow;cl_1_ersatz)",,,$technology_desc_hull_cruiser_1,"Allows the construction of CL class Cruiser up to 2,500 tons displacement",,
hull_cruiser_2,hull_cruiser,,$technology_name_hull_cruiser_2,1893,,36,tonnage(cl;4000),,,$technology_desc_hull_cruiser_2,"Allows the construction of CL class Cruiser up to 3,000 tons displacement",,
hull_cruiser_3,hull_cruiser,,$technology_name_hull_cruiser_3,1895,,36,"tonnage(cl;4500), unlock(cl_2_ersatz), obsolete(cl_1_austria_belted;cl_1_3mast_armored;cl_1_austria_small;cl_1_3mast_usa;cl_1_rambow_3mast_early;cl_1_rambow_3mast;cl_1_rambow_3mast_ver2;cl_1_rambow_3mast_ver3;cl_maine_threemast;cl_1_straightbow_early;cl_1_rambow_early;cl_1_rambow_boat)",,,$technology_desc_hull_cruiser_3,"Allows the construction of CL class Cruiser up to 4,000 tons displacement",,
hull_cruiser_4,hull_cruiser,,$technology_name_hull_cruiser_4,1896,,36,"tonnage(cl;5000), obsolete(cl_1_straightbow;cl_1_rambow;cl_1_austrian)",,,$technology_desc_hull_cruiser_4,,,
hull_cruiser_5,hull_cruiser,,$technology_name_hull_cruiser_5,1898,,36,"tonnage(cl;5500), unlock(cl_novik)",,,$technology_desc_hull_cruiser_5,"Allows the construction of CL class Cruiser up to 5,000 tons displacement",,
hull_cruiser_6,hull_cruiser,,$technology_name_hull_cruiser_6,1902,,36,"tonnage(cl;6000), unlock(cl_2_emden;cl_3_france;cl_3_russia;cl_3_japan_small;cl_3_britain)",,,$technology_desc_hull_cruiser_6,"Allows the construction of CL class Cruiser up to 6,000 tons displacement",,
hull_cruiser_7,hull_cruiser,,$technology_name_hull_cruiser_7,1904,,36,"tonnage(cl;6500), unlock(cl_3_britain_var3;cl_3_japan_bigger;cl_5_generic1_C_class)",,,$technology_desc_hull_cruiser_7,"Allows the construction of CL class Cruiser up to 6,000 tons displacement",,
hull_cruiser_8,hull_cruiser,,$technology_name_hull_cruiser_8,1906,,36,"tonnage(cl;7000), unlock(cl_2_medium_strbow;cl_2_medium;cl_2_medium_russia;cl_2_medium_germany)",,,$technology_desc_hull_cruiser_8,"Allows the construction of CL class Cruiser up to 7,000 tons displacement.",,
hull_cruiser_9,hull_cruiser,,$technology_name_hull_cruiser_9,1908,,36,"tonnage(cl;7500), unlock(cl_4_france;cl_4_china_experimental), obsolete(cl1_inflex_china)",,,$technology_desc_hull_cruiser_9,"Allows the construction of CL class Cruiser up to 8,000 tons displacement.",,
hull_cruiser_10,hull_cruiser,,$technology_name_hull_cruiser_10,1910,,36,"tonnage(cl;8000), unlock(cl_3_emden;cl_3;cl_5_armored_exp3), obsolete(cl_1_medium_strbow;cl_1_medium;cl_1_medium_russia;cl_1_medium_germany)",,,$technology_desc_hull_cruiser_10,"Allows the construction of CL class Cruiser up to 8,500 tons displacement.",,
hull_cruiser_11,hull_cruiser,,$technology_name_hull_cruiser_11,1912,,36,"tonnage(cl;9000), unlock(cl_3_straightbow_tall;cl_3_rambow_tall), obsolete(cl_1_ersatz;cl_novik), obsolete(cl_2_straightbow;cl_2_rambow;cl_1_rambow_france)",,,$technology_desc_hull_cruiser_11,"Allows the construction of CL class Cruiser up to 9,000 tons displacement.",,
hull_cruiser_12,hull_cruiser,,$technology_name_hull_cruiser_12,1913,,36,"tonnage(cl;10000), unlock(cl_5_france_exp;cl_5_german_treaty;cl_5_russian_light;cl_5_britain), obsolete(cl_2_emden;cl_3_france;cl_3_russia;cl_3_japan_small;cl_3_britain)",,,$technology_desc_hull_cruiser_12,"Allows the construction of CL class Cruiser up to 9,500 tons displacement.",,
hull_cruiser_13,hull_cruiser,,$technology_name_hull_cruiser_13,1915,,36,"tonnage(cl;11000), unlock(cl_3_usa_exp;cl_5_armored_exp2), obsolete(cl_2_medium_strbow;cl_2_medium;cl_2_medium_russia;cl_2_medium_germany)",,,$technology_desc_hull_cruiser_13,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_14,hull_cruiser,,$technology_name_hull_cruiser_14,1917,,36,"tonnage(cl;12000), unlock(cl_4_omaha;cl_5_britain_scout;cl_5_german_treaty_fk;cl_3_britain_var2;cl_4_france_improved;cl_3_russia_var;cl_5_scout_var1;cl_5_italian_early_condot;cl_3_japan), obsolete(cl_3_britain_var3;cl_3_japan_bigger;cl_5_generic1_C_class)",,,$technology_desc_hull_cruiser_14,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_15,hull_cruiser,,$technology_name_hull_cruiser_15,1919,,36,"tonnage(cl;13000), unlock(cl_5_armored_exp4;cl_5_armored_exp;cl_5_navarra_adv;cl_5_omaha_base;cl_5_navarra_adv_small), obsolete(cl_2_ersatz;cl_4_france;cl_4_china_experimental)",,,$technology_desc_hull_cruiser_15,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_16,hull_cruiser,,$technology_name_hull_cruiser_16,1921,,36,"tonnage(cl;14000), unlock(cl_5_britain_C_class;cl_5_france_modern;cl_5_german_modern;cl_4_japan_torp;cl_5_omaha;cl_4_japan_experimental), obsolete(cl_5_generic1_C_class;cl_3_japan_bigger;cl_3_emden;cl_4_france;cl_3_rambow_tall;cl_3_straightbow_tall;cl_3_britain_var3;cl_3;cl_5_armored_exp3)",,,$technology_desc_hull_cruiser_16,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_17,hull_cruiser,,$technology_name_hull_cruiser_17,1925,,36,"tonnage(cl;15000), unlock(cl_5_deruyter;cl_3_Modern_Spain;cl_6_monte_large;cl_6_russian_exp2;cl_6_monte;cl_5_japan;cl_5_italian_small), obsolete(cl_5_armored_exp4;cl_5_armored_exp;cl_5_italian_early_condot;cl_5_german_treaty;cl_5_france_exp;cl_5_britain;cl_5_armored_exp2;cl_3_usa_exp;cl_3_japan;cl_4_omaha;cl_5_britain_scout;cl_5_german_treaty_fk;cl_3_britain_var2;cl_4_france_improved;cl_3_russia_var;cl_5_scout_var1)",,,$technology_desc_hull_cruiser_17,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_18,hull_cruiser,,$technology_name_hull_cruiser_18,1931,,36,"tonnage(cl;16000), unlock(cl_4_Modern_Spain;cl_4_russia_kirov;cl_4_Modern_Japan;cl_4_Modern_Generic_2;cl_4_Modern_Trento;cl_4_Modern_Generic;cl_5_guncruiser1;cl_6_russian_exp;cl_5_atlanta;cl_5_dido), obsolete(cl_5_german_modern;cl_5_france_modern;cl_5_britain_C_class;cl_5_russian_light;cl_5_generic2_C_class)",,,$technology_desc_hull_cruiser_18,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_19,hull_cruiser,,$technology_name_hull_cruiser_19,1934,,36,"tonnage(cl;17000), unlock(cl_6_japan;cl_5_brooklyn;cl_6_german_base;cl_6_dido;cl_5_austria_exp;cl_6_france;cl_5_italian), obsolete(cl_3_usa_exp;cl_5_armored_exp2;cl_4_omaha;cl_5_britain_scout;cl_5_german_treaty_fk;cl_3_britain_var2;cl_4_france_improved;cl_3_russia_var;cl_5_scout_var1;cl_5_italian_early_condot;cl_3_japan)",,,$technology_desc_hull_cruiser_19,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_20,hull_cruiser,,$technology_name_hull_cruiser_20,1938,,36,"tonnage(cl;18000), unlock(cl_5_escortcruiser_british;cl_7_dido;cl_5_escortcruiser_france;cl_5_escortcruiser;cl_7_japan;cl_6_cleveland), obsolete(cl_5_navarra_adv;cl_5_navarra_adv_small;cl_4_japan_torp;cl_4_japan_experimental)",,,$technology_desc_hull_cruiser_20,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
,,,,,,,,,,,,,
hull_cruiser_21,hull_cruiser,,$technology_name_hull_cruiser_21,1891,,38,"tonnage(ca;4500), unlock(ca_austria_monarch_small)",,,$technology_desc_hull_cruiser_21,,,
hull_cruiser_22,hull_cruiser,,$technology_name_hull_cruiser_22,1892,,38,"tonnage(ca;5000), unlock(ca_austria_monarch)",,,$technology_desc_hull_cruiser_22,,,
hull_cruiser_23,hull_cruiser,,$technology_name_hull_cruiser_23,1894,,38,"tonnage(ca;6000), unlock(ca_1_italian_exp_small_3mast)",,,$technology_desc_hull_cruiser_23,,,
hull_cruiser_24,hull_cruiser,,$technology_name_hull_cruiser_24,1895,,38,"tonnage(ca;7000), unlock(ca_1_italian_exp_3mast;ca_2_austria_karl)",,,$technology_desc_hull_cruiser_24,"Allows the construction of CA class Cruiser up to 7,000 tons displacement",,
hull_cruiser_25,hull_cruiser,,$technology_name_hull_cruiser_25,1896,,38,"tonnage(ca;8500), unlock(ca_2_friedrich;ca_2_rambow_france;ca_1;ca_1_spain;ca_2;ca_3_warrior_pisa)",,,$technology_desc_hull_cruiser_25,"Allows the construction of CA class Cruiser up to 8,000 tons displacement",,
hull_cruiser_26,hull_cruiser,,$technology_name_hull_cruiser_26,1897,,38,"tonnage(ca;9000), unlock(ca_5_armored_france)",,,$technology_desc_hull_cruiser_26,"Allows the construction of CA class Cruiser up to 9,000 tons displacement",,
hull_cruiser_27,hull_cruiser,,$technology_name_hull_cruiser_27,1899,,38,"tonnage(ca;10000), unlock(ca_3_rambow_france;ca_4_italy;ca_3;ca_3_russia), obsolete(ca_1_rambow_france;ca_1_small_austria2;ca_1_italian_small_3mast;ca_1_friedrich;ca_1_small)",,,$technology_desc_hull_cruiser_27,"Allows the construction of CA class Cruiser up to 10,000 tons displacement",,
hull_cruiser_28,hull_cruiser,,$technology_name_hull_cruiser_28,1900,,38,"tonnage(ca;11000), unlock(ca_3_friedrich;ca_4_italy_stg)",,,$technology_desc_hull_cruiser_28,"Allows the construction of CA class Cruiser up to 11,000 tons displacement.",,
hull_cruiser_29,hull_cruiser,,$technology_name_hull_cruiser_29,1902,,38,"tonnage(ca;12000), unlock(ca_4_rambow_france), obsolete(ca_2_austria;ca_3_averof_mod;ca_1_small_austria;ca_maine_china;ca_1_italian_small_japan_3mast;ca_inflex_china;ca_1_naniwa_3mast;ca_1_joseph_3mast;ca_1_3mast_russia;ca_1_3mast_usa;ca_maine_threemast;ca_maine_varcoastal;ca_maine_varcoastal2)",,,$technology_desc_hull_cruiser_29,"Allows the construction of CA class Cruiser up to 12,000 tons displacement.",,
hull_cruiser_30,hull_cruiser,,$technology_name_hull_cruiser_30,1904,,38,"tonnage(ca;12500), unlock(ca_5_usa_large1;ca_3_german;ca_3_warrior)",,,$technology_desc_hull_cruiser_30,"Allows the construction of CA class Cruiser up to 12,500 tons displacement.",,
hull_cruiser_31,hull_cruiser,,$technology_name_hull_cruiser_31,1907,,38,"tonnage(ca;13000), obsolete(ca_2_friedrich;ca_2_rambow_france;ca_1;ca_1_italian_exp_small_3mast;ca_1_spain;ca_austria_monarch_small)",,,$technology_desc_hull_cruiser_31,"Allows the construction of CA class Cruiser up to 13,000 tons displacement.",,
hull_cruiser_32,hull_cruiser,,$technology_name_hull_cruiser_32,1909,,38,"tonnage(ca;13500), unlock(ca_3_generic;ca_4_blucher;ca_4_generic_large_russia), obsolete(ca_4_italy)",,,$technology_desc_hull_cruiser_32,"Allows the construction of CA class Cruiser up to 13,500 tons displacement.",,
hull_cruiser_33,hull_cruiser,,$technology_name_hull_cruiser_33,1912,,38,"tonnage(ca;14000), unlock(ca_1_ersatz)",,,$technology_desc_hull_cruiser_33,"Allows the construction of CA class Cruiser up to 14,000 tons displacement.",,
hull_cruiser_34,hull_cruiser,,$technology_name_hull_cruiser_34,1914,,38,"tonnage(ca;14500), unlock(ca_5_usa_large2;ca_4_rurik_russia;ca_4_britain), obsolete(ca_1_3mast_russia;ca_1_italian_exp_3mast;ca_3_rambow_france;ca_2;ca_3_friedrich;ca_austria_monarch)",,,$technology_desc_hull_cruiser_34,"Allows the construction of CA class Cruiser up to 14,500 tons displacement.",,
hull_cruiser_35,hull_cruiser,,$technology_name_hull_cruiser_35,1917,,38,"tonnage(ca;15000), unlock(ca_5_france;ca_2_ersatz), obsolete(ca_3_warrior_pisa;ca_3;ca_4_rambow_france;ca_2_austria_karl)",,,$technology_desc_hull_cruiser_35,"Allows the construction of CA class Cruiser up to 15,000 tons displacement.",,
hull_cruiser_36,hull_cruiser,,$technology_name_hull_cruiser_36,1921,,38,"tonnage(ca;16000), unlock(ca_5_generic1_C_class;ca_5_generic2_C_class;ca_5_japan_exp_early;ca_5_russian_exp;ca_5_german_treaty_2;ca_5_italian_early_condot;ca_5_japan_exp;ca_6_british_largecruiser)",,,$technology_desc_hull_cruiser_36,,,
hull_cruiser_37,hull_cruiser,,$technology_name_hull_cruiser_37,1926,,38,"tonnage(ca;16500), unlock(ca_5_german_treaty;ca_5_gen_treaty1;ca_5_france_exp;ca_4_pensacola;ca_5_japan_scout;ca_6_german_exp), obsolete(ca_3_russia;ca_4_rambow_france;ca_3_friedrich)",,,$technology_desc_hull_cruiser_37,,,
hull_cruiser_38,hull_cruiser,,$technology_name_hull_cruiser_38,1929,,38,"tonnage(ca;17000), unlock(ca_5_austrian_pocket;ca_5_german_pocket;ca_5_gen_treaty2;ca_5_usa_heavy_treaty;ca_5_small_generic;ca_5_british_small), obsolete(ca_4_britain;ca_5_usa_large1;ca_5_armored_france;ca_4_italy_stg;ca_3_german;ca_3_generic;ca_3_warrior;ca_1_ersatz)",,,$technology_desc_hull_cruiser_38,,,
