#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
gun_5_x4_britain_ca,,127,gun_5_x4,britain,"ca, bb, bc",,,,,,dreadnought_gun_178_x4,1.004,1.13,0.68,50,,,,,,dido_gun_cal133_x4,1.004,1.13,0.68,55,dido_gun_cal133_x4,1.14,1.266,0.6,55,,,,,,,,,,,,,,,,,,,
gun_6_x1_britain_ca,,152,gun_6_x1,britain,"ca, bb, bc",tsesarevich_gun_152_x1,0.955,1.0895,1.185,45,dreadnought_gun_178_x1,1.14,1.266,1.185,45,nelson_gun_152_x1,0.918,1.0262,1.185,50,nelson_gun_152_x1,0.918,1.0262,1.185,50,british_adv_cruiser_152_gun_x1,0.71,0.809,1.185,50,,,,,,,,,,,,,,,,,,,
gun_6_x2_britain_ca,,152,gun_6_x2,britain,"ca, bb, bc",tsesarevich_gun_152_x2,0.955,1.0895,0.86,45,dreadnought_gun_178_x2,1.14,1.266,0.86,45,nelson_gun_152_x2,0.918,1.0262,0.86,50,nelson_gun_152_x2,0.918,1.0262,0.86,50,british_adv_cruiser_152_gun_x2,0.71,0.809,0.86,50,,,,,,,,,,,,,,,,,,,
gun_6_x3_britain_ca,,152,gun_6_x3,britain,"ca, bb, bc",tsesarevich_gun_152_x3,0.955,1.0895,0.66,45,dreadnought_gun_178_x3,1.14,1.266,0.66,45,nelson_gun_152_x3,0.918,1.0262,0.66,50,nelson_gun_152_x3,0.918,1.0262,0.66,50,british_adv_cruiser_152_gun_x3,0.71,0.809,0.66,50,,,,,,,,,,,,,,,,,,,
gun_6_x4_britain_ca,,152,gun_6_x4,britain,"ca, bb, bc",,,,,,dreadnought_gun_178_x4,1.14,1.266,0.6,45,nelson_gun_152_x4,0.918,1.0262,0.6,50,nelson_gun_152_x4,0.918,1.0262,0.6,50,british_adv_cruiser_152_gun_x4,0.71,0.809,0.6,50,,,,,,,,,,,,,,,,,,,
"gun_7_x1_britain_cl,ca",,178,gun_7_x1,britain,"cl, ca, bb, bc",friedrich_gun_228_x1,0.7312,0.8094,1.21,45,dreadnought_gun_178_x1,1.276,1.402,1.21,45,nelson_gun_152_x1,1.0362,1.1444,1.21,50,nelson_gun_152_x1,1.0362,1.1444,1.21,50,british_adv_cruiser_152_gun_x1,0.819,0.918,1.21,50,,,,,,,,,,,,,,,,,,,
"gun_7_x2_britain_cl,ca",,178,gun_7_x2,britain,"cl, ca, bb, bc",friedrich_gun_228_x2,0.7312,0.8094,0.9,45,dreadnought_gun_178_x2,1.276,1.402,0.9,45,nelson_gun_152_x2,1.0362,1.1444,0.9,50,nelson_gun_152_x2,1.0362,1.1444,0.9,50,british_adv_cruiser_152_gun_x2,0.819,0.918,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_7_x3_britain_cl,ca",,178,gun_7_x3,britain,"cl, ca, bb, bc",friedrich_gun_228_x3,0.7312,0.8094,0.705,45,dreadnought_gun_178_x3,1.276,1.402,0.705,45,nelson_gun_152_x3,1.0362,1.1444,0.705,50,nelson_gun_152_x3,1.0362,1.1444,0.705,50,british_adv_cruiser_152_gun_x3,0.819,0.918,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_7_x4_britain_cl,ca",,178,gun_7_x4,britain,"cl, ca, bb, bc",,,,,,dreadnought_gun_178_x4,1.276,1.402,0.64,45,nelson_gun_152_x4,1.0362,1.1444,0.64,50,nelson_gun_152_x4,1.0362,1.1444,0.64,50,british_adv_cruiser_152_gun_x4,0.819,0.918,0.64,50,,,,,,,,,,,,,,,,,,,
gun_8_x1_britain_ca,,203,gun_8_x1,britain,"ca, bb, bc",friedrich_gun_228_x1,0.8194,0.8976,1.17,45,agamemnon_gun_b_228_x1,1.412,1.538,1.17,45,nelson_gun_152_x1,1.1544,1.2626,1.17,50,nelson_gun_152_x1,1.1544,1.2626,1.17,50,british_adv_cruiser_152_gun_x1,0.928,1.027,1.17,50,,,,,,,,,,,,,,,,,,,
gun_8_x2_britain_ca,,203,gun_8_x2,britain,"ca, bb, bc",friedrich_gun_228_x2,0.8194,0.8976,0.88,45,agamemnon_gun_b_228_x2,1.412,1.538,0.88,45,nelson_gun_152_x2,1.1544,1.2626,0.88,50,nelson_gun_152_x2,1.1544,1.2626,0.88,50,british_adv_cruiser_152_gun_x2,0.928,1.027,0.88,50,,,,,,,,,,,,,,,,,,,
gun_8_x3_britain_ca,,203,gun_8_x3,britain,"ca, bb, bc",friedrich_gun_228_x3,0.8194,0.8976,0.69,45,agamemnon_gun_b_228_x3,1.412,1.538,0.69,45,nelson_gun_152_x3,1.1544,1.2626,0.69,50,nelson_gun_152_x3,1.1544,1.2626,0.69,50,british_adv_cruiser_152_gun_x3,0.928,1.027,0.69,50,,,,,,,,,,,,,,,,,,,
gun_8_x4_britain_ca,,203,gun_8_x4,britain,"ca, bb, bc",,,,,,agamemnon_gun_b_228_x4,1.412,1.538,0.63,45,nelson_gun_152_x4,1.1544,1.2626,0.63,50,nelson_gun_152_x4,1.1544,1.2626,0.63,50,british_adv_cruiser_152_gun_x4,0.928,1.027,0.63,50,,,,,,,,,,,,,,,,,,,
"gun_9_x1_britain_ca,bb,bc",,229,gun_9_x1,britain,"ca, bb, bc",friedrich_gun_228_x1,0.9076,0.9858,1.1,40,agamemnon_gun_b_228_x1,1.548,1.674,1.1,45,nelson_gun_152_x1,1.2726,1.3808,1.1,45,nelson_gun_152_x1,1.2726,1.3808,1.1,45,nelson_gun_406_x1,0.6226,0.6858,1.1,50,,,,,,,,,,,,,,,,,,,
"gun_9_x2_britain_ca,bb,bc",,229,gun_9_x2,britain,"ca, bb, bc",friedrich_gun_228_x2,0.9076,0.9858,0.82,40,agamemnon_gun_b_228_x2,1.548,1.674,0.82,45,nelson_gun_152_x2,1.2726,1.3808,0.82,45,nelson_gun_152_x2,1.2726,1.3808,0.82,45,nelson_gun_406_x2,0.6226,0.6858,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_9_x3_britain_ca,bb,bc",,229,gun_9_x3,britain,"ca, bb, bc",friedrich_gun_228_x3,0.9076,0.9858,0.64,40,agamemnon_gun_b_228_x3,1.548,1.674,0.64,45,nelson_gun_152_x3,1.2726,1.3808,0.64,45,nelson_gun_152_x3,1.2726,1.3808,0.64,45,nelson_gun_406_x3,0.6226,0.6858,0.64,50,,,,,,,,,,,,,,,,,,,
"gun_9_x4_britain_ca,bb,bc",,229,gun_9_x4,britain,"ca, bb, bc",,,,,,agamemnon_gun_b_228_x4,1.548,1.674,0.58,45,nelson_gun_152_x4,1.2726,1.3808,0.58,45,nelson_gun_152_x4,1.2726,1.3808,0.58,45,nelson_gun_406_x4,0.6226,0.6858,0.58,50,,,,,,,,,,,,,,,,,,,
"gun_10_x1_britain_ca,bb,bc",,254,gun_10_x1,britain,"ca, bb, bc",friedrich_gun_228_x1,0.9958,1.074,1.2,40,dreadnought_gun_305_x1,0.954,1.035,1.2,45,hood_gun_380_x1,0.6908,0.754,1.2,45,nelson_gun_406_x1,0.6908,0.754,1.2,45,nelson_gun_406_x1,0.6908,0.754,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_10_x2_britain_ca,bb,bc",,254,gun_10_x2,britain,"ca, bb, bc",friedrich_gun_228_x2,0.9958,1.074,0.9,40,dreadnought_gun_305_x2,0.954,1.035,0.9,45,hood_gun_380_x2,0.6908,0.754,0.9,45,nelson_gun_406_x2,0.6908,0.754,0.9,45,nelson_gun_406_x2,0.6908,0.754,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_10_x3_britain_ca,bb,bc",,254,gun_10_x3,britain,"ca, bb, bc",friedrich_gun_228_x3,0.9958,1.074,0.68,40,dreadnought_gun_305_x3,0.954,1.035,0.68,45,hood_gun_380_x3,0.6908,0.754,0.68,45,nelson_gun_406_x3,0.6908,0.754,0.68,45,nelson_gun_406_x3,0.6908,0.754,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_10_x4_britain_ca,bb,bc",,254,gun_10_x4,britain,"ca, bb, bc",,,,,,dreadnought_gun_305_x4,0.954,1.035,0.63,45,hood_gun_380_x4,0.6908,0.754,0.63,45,nelson_gun_406_x4,0.6908,0.754,0.63,45,nelson_gun_406_x4,0.6908,0.754,0.63,50,,,,,,,,,,,,,,,,,,,
"gun_11_x1_britain_ca,bb,bc",,279,gun_11_x1,britain,"ca, bb, bc",irresistible_gun_305_x1,1.045,1.126,1.07,40,dreadnought_gun_305_x1,1.045,1.126,1.07,45,hood_gun_380_x1,0.759,0.8222,1.07,45,nelson_gun_406_x1,0.759,0.8222,1.07,45,kgeorge_gun_380_x1_b,0.7375,0.79,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_11_x2_britain_ca,bb,bc",,279,gun_11_x2,britain,"ca, bb, bc",irresistible_gun_305_x2,1.045,1.126,0.82,40,dreadnought_gun_305_x2,1.045,1.126,0.82,45,hood_gun_380_x2,0.759,0.8222,0.82,45,nelson_gun_406_x2,0.759,0.8222,0.82,45,kgeorge_gun_380_x2_b,0.7375,0.79,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_11_x3_britain_ca,bb,bc",,279,gun_11_x3,britain,"ca, bb, bc",irresistible_gun_305_x3,1.045,1.126,0.66,40,dreadnought_gun_305_x3,1.045,1.126,0.66,45,hood_gun_380_x3,0.759,0.8222,0.66,45,nelson_gun_406_x3,0.759,0.8222,0.66,45,kgeorge_gun_380_x3_c,0.7375,0.79,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_11_x4_britain_ca,bb,bc",,279,gun_11_x4,britain,"ca, bb, bc",irresistible_gun_305_x4,1.045,1.126,0.61,40,dreadnought_gun_305_x4,1.045,1.126,0.61,45,hood_gun_380_x4,0.759,0.8222,0.61,45,nelson_gun_406_x4,0.759,0.8222,0.61,45,kgeorge_gun_380_x4_c,0.7375,0.79,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_12_x1_britain_bb,bc",,305,gun_12_x1,britain,"bb, bc",irresistible_gun_305_x1,1.136,1.217,1.07,40,dreadnought_gun_305_x1,1.136,1.217,1.07,45,hood_gun_380_x1,0.8272,0.8904,1.07,45,nelson_gun_406_x1,0.8272,0.8904,1.07,45,kgeorge_gun_380_x1_b,0.8,0.8525,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_12_x2_britain_bb,bc",,305,gun_12_x2,britain,"bb, bc",irresistible_gun_305_x2,1.136,1.217,0.82,40,dreadnought_gun_305_x2,1.136,1.217,0.82,45,hood_gun_380_x2,0.8272,0.8904,0.82,45,nelson_gun_406_x2,0.8272,0.8904,0.82,45,kgeorge_gun_380_x2_b,0.8,0.8525,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_12_x3_britain_bb,bc",,305,gun_12_x3,britain,"bb, bc",irresistible_gun_305_x3,1.136,1.217,0.66,40,dreadnought_gun_305_x3,1.136,1.217,0.66,45,hood_gun_380_x3,0.8272,0.8904,0.66,45,nelson_gun_406_x3,0.8272,0.8904,0.66,45,kgeorge_gun_380_x3_c,0.8,0.8525,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_12_x4_britain_bb,bc",,305,gun_12_x4,britain,"bb, bc",irresistible_gun_305_x4,1.136,1.217,0.61,40,dreadnought_gun_305_x4,1.136,1.217,0.61,45,hood_gun_380_x4,0.8272,0.8904,0.61,45,nelson_gun_406_x4,0.8272,0.8904,0.61,45,kgeorge_gun_380_x4_c,0.8,0.8525,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_13_x1_britain_bb,bc",,330,gun_13_x1,britain,"bb, bc",irresistible_gun_305_x1,1.227,1.308,1.13,40,agamemnon_gun_305_x1,1.227,1.308,1.13,45,hood_gun_380_x1,0.8954,0.9586,1.13,45,nelson_gun_406_x1,0.8954,0.9586,1.13,45,kgeorge_gun_380_x1_b,0.8625,0.915,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_13_x2_britain_bb,bc",,330,gun_13_x2,britain,"bb, bc",irresistible_gun_305_x2,1.227,1.308,0.88,40,agamemnon_gun_305_x2,1.227,1.308,0.88,45,hood_gun_380_x2,0.8954,0.9586,0.88,45,nelson_gun_406_x2,0.8954,0.9586,0.88,45,kgeorge_gun_380_x2_b,0.8625,0.915,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_13_x3_britain_bb,bc",,330,gun_13_x3,britain,"bb, bc",irresistible_gun_305_x3,1.227,1.308,0.705,40,agamemnon_gun_305_x3,1.227,1.308,0.705,45,hood_gun_380_x3,0.8954,0.9586,0.705,45,nelson_gun_406_x3,0.8954,0.9586,0.705,45,kgeorge_gun_380_x3_c,0.8625,0.915,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_13_x4_britain_bb,bc",,330,gun_13_x4,britain,"bb, bc",irresistible_gun_305_x4,1.227,1.308,0.65,40,agamemnon_gun_305_x4,1.227,1.308,0.65,45,hood_gun_380_x4,0.8954,0.9586,0.65,45,nelson_gun_406_x4,0.8954,0.9586,0.65,45,kgeorge_gun_380_x4_c,0.8625,0.915,0.65,50,,,,,,,,,,,,,,,,,,,
"gun_14_x1_britain_bb,bc",,356,gun_14_x1,britain,"bb, bc",irresistible_gun_305_x1,1.318,1.399,1.13,40,agamemnon_gun_305_x1,1.318,1.399,1.13,45,hood_gun_380_x1,0.9636,1.0268,1.13,45,nelson_gun_406_x1,0.9636,1.0268,1.13,45,kgeorge_gun_380_x1_b,0.925,0.9775,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_14_x2_britain_bb,bc",,356,gun_14_x2,britain,"bb, bc",irresistible_gun_305_x2,1.318,1.399,0.88,40,agamemnon_gun_305_x2,1.318,1.399,0.88,45,hood_gun_380_x2,0.9636,1.0268,0.88,45,nelson_gun_406_x2,0.9636,1.0268,0.88,45,kgeorge_gun_380_x2_b,0.925,0.9775,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_14_x3_britain_bb,bc",,356,gun_14_x3,britain,"bb, bc",irresistible_gun_305_x3,1.318,1.399,0.705,40,agamemnon_gun_305_x3,1.318,1.399,0.705,45,hood_gun_380_x3,0.9636,1.0268,0.705,45,nelson_gun_406_x3,0.9636,1.0268,0.705,45,kgeorge_gun_380_x3_c,0.925,0.9775,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_14_x4_britain_bb,bc",,356,gun_14_x4,britain,"bb, bc",irresistible_gun_305_x4,1.318,1.399,0.66,40,agamemnon_gun_305_x4,1.318,1.399,0.66,45,hood_gun_380_x4,0.9636,1.0268,0.66,45,nelson_gun_406_x4,0.9636,1.0268,0.66,45,kgeorge_gun_380_x4_c,0.925,0.9775,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_15_x1_britain_bb,bc",,381,gun_15_x1,britain,"bb, bc",irresistible_gun_305_x1,1.409,1.49,1.14,40,agamemnon_gun_305_x1,1.409,1.49,1.14,45,hood_gun_380_x1,1.0318,1.095,1.14,45,nelson_gun_406_x1,1.0318,1.095,1.14,45,kgeorge_gun_380_x1_b,0.9875,1.04,1.14,50,,,,,,,,,,,,,,,,,,,
"gun_15_x2_britain_bb,bc",,381,gun_15_x2,britain,"bb, bc",irresistible_gun_305_x2,1.409,1.49,0.9,40,agamemnon_gun_305_x2,1.409,1.49,0.9,45,hood_gun_380_x2,1.0318,1.095,0.9,45,nelson_gun_406_x2,1.0318,1.095,0.9,45,kgeorge_gun_380_x2_b,0.9875,1.04,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_15_x3_britain_bb,bc",,381,gun_15_x3,britain,"bb, bc",irresistible_gun_305_x3,1.409,1.49,0.72,40,agamemnon_gun_305_x3,1.409,1.49,0.72,45,hood_gun_380_x3,1.0318,1.095,0.72,45,nelson_gun_406_x3,1.0318,1.095,0.72,45,kgeorge_gun_380_x3_c,0.9875,1.04,0.72,50,,,,,,,,,,,,,,,,,,,
"gun_15_x4_britain_bb,bc",,381,gun_15_x4,britain,"bb, bc",irresistible_gun_305_x4,1.409,1.49,0.675,40,agamemnon_gun_305_x4,1.409,1.49,0.675,45,hood_gun_380_x4,1.0318,1.095,0.675,45,nelson_gun_406_x4,1.0318,1.095,0.675,45,kgeorge_gun_380_x4_c,0.9875,1.04,0.675,50,,,,,,,,,,,,,,,,,,,
"gun_16_x1_britain_bb,bc",,406,gun_16_x1,britain,"bb, bc",irresistible_gun_305_x1,1.5,1.581,1.15,40,agamemnon_gun_305_x1,1.5,1.581,1.15,45,hood_gun_380_x1,1.1,1.1632,1.15,45,nelson_gun_406_x1,1.1,1.1632,1.15,45,kgeorge_gun_380_x1_b,1.05,1.1025,1.15,50,,,,,,,,,,,,,,,,,,,
"gun_16_x2_britain_bb,bc",,406,gun_16_x2,britain,"bb, bc",irresistible_gun_305_x2,1.5,1.581,0.93,40,agamemnon_gun_305_x2,1.5,1.581,0.93,45,hood_gun_380_x2,1.1,1.1632,0.93,45,nelson_gun_406_x2,1.1,1.1632,0.93,45,kgeorge_gun_380_x2_b,1.05,1.1025,0.93,50,,,,,,,,,,,,,,,,,,,
"gun_16_x3_britain_bb,bc",,406,gun_16_x3,britain,"bb, bc",irresistible_gun_305_x3,1.5,1.581,0.75,40,agamemnon_gun_305_x3,1.5,1.581,0.75,45,hood_gun_380_x3,1.1,1.1632,0.75,45,nelson_gun_406_x3,1.1,1.1632,0.75,45,kgeorge_gun_380_x3_c,1.05,1.1025,0.75,50,,,,,,,,,,,,,,,,,,,
"gun_16_x4_britain_bb,bc",,406,gun_16_x4,britain,"bb, bc",irresistible_gun_305_x4,1.5,1.581,0.68,40,agamemnon_gun_305_x4,1.5,1.581,0.68,45,hood_gun_380_x4,1.1,1.1632,0.68,45,nelson_gun_406_x4,1.1,1.1632,0.68,45,kgeorge_gun_380_x4_c,1.05,1.1025,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_17_x1_britain_bb,bc",,432,gun_17_x1,britain,"bb, bc",agamemnon_gun_305_x1,1.591,1.672,1.2,40,hood_gun_380_x1,1.1682,1.2314,1.2,45,nelson_gun_406_x1,1.1682,1.2314,1.2,45,kgeorge_gun_380_x1_b,1.1125,1.165,1.2,45,kgeorge_gun_380_x1_b,1.1125,1.165,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_17_x2_britain_bb,bc",,432,gun_17_x2,britain,"bb, bc",agamemnon_gun_305_x2,1.591,1.672,0.95,40,hood_gun_380_x2,1.1682,1.2314,0.95,45,nelson_gun_406_x2,1.1682,1.2314,0.95,45,kgeorge_gun_380_x2_b,1.1125,1.165,0.95,45,kgeorge_gun_380_x2_b,1.1125,1.165,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_17_x3_britain_bb,bc",,432,gun_17_x3,britain,"bb, bc",agamemnon_gun_305_x3,1.591,1.672,0.775,40,hood_gun_380_x3,1.1682,1.2314,0.775,45,nelson_gun_406_x3,1.1682,1.2314,0.775,45,kgeorge_gun_380_x3_c,1.1125,1.165,0.775,45,kgeorge_gun_380_x3_c,1.1125,1.165,0.775,50,,,,,,,,,,,,,,,,,,,
"gun_17_x4_britain_bb,bc",,432,gun_17_x4,britain,"bb, bc",agamemnon_gun_305_x4,1.591,1.672,0.71,40,hood_gun_380_x4,1.1682,1.2314,0.71,45,nelson_gun_406_x4,1.1682,1.2314,0.71,45,kgeorge_gun_380_x4_c,1.1125,1.165,0.71,45,kgeorge_gun_380_x4_c,1.1125,1.165,0.71,50,,,,,,,,,,,,,,,,,,,
"gun_18_x1_britain_bb,bc",,457,gun_18_x1,britain,"bb, bc",agamemnon_gun_305_x1,1.682,1.763,1.23,40,hood_gun_380_x1,1.2364,1.2996,1.23,45,nelson_gun_406_x1,1.2364,1.2996,1.23,45,kgeorge_gun_380_x1_b,1.175,1.2275,1.23,45,kgeorge_gun_380_x1_b,1.175,1.2275,1.23,50,,,,,,,,,,,,,,,,,,,
"gun_18_x2_britain_bb,bc",,457,gun_18_x2,britain,"bb, bc",agamemnon_gun_305_x2,1.682,1.763,0.985,40,hood_gun_380_x2,1.2364,1.2996,0.985,45,nelson_gun_406_x2,1.2364,1.2996,0.985,45,kgeorge_gun_380_x2_b,1.175,1.2275,0.985,45,kgeorge_gun_380_x2_b,1.175,1.2275,0.985,50,,,,,,,,,,,,,,,,,,,
"gun_18_x3_britain_bb,bc",,457,gun_18_x3,britain,"bb, bc",agamemnon_gun_305_x3,1.682,1.763,0.81,40,hood_gun_380_x3,1.2364,1.2996,0.81,45,nelson_gun_406_x3,1.2364,1.2996,0.81,45,kgeorge_gun_380_x3_c,1.175,1.2275,0.81,45,kgeorge_gun_380_x3_c,1.175,1.2275,0.81,50,,,,,,,,,,,,,,,,,,,
"gun_18_x4_britain_bb,bc",,457,gun_18_x4,britain,"bb, bc",agamemnon_gun_305_x4,1.682,1.763,0.735,40,hood_gun_380_x4,1.2364,1.2996,0.735,45,nelson_gun_406_x4,1.2364,1.2996,0.735,45,kgeorge_gun_380_x4_c,1.175,1.2275,0.735,45,kgeorge_gun_380_x4_c,1.175,1.2275,0.735,50,,,,,,,,,,,,,,,,,,,
"gun_19_x1_britain_bb,bc",,483,gun_19_x1,britain,"bb, bc",agamemnon_gun_305_x1,1.773,1.854,1.16,40,hood_gun_380_x1,1.3046,1.3678,1.16,45,nelson_gun_406_x1,1.3046,1.3678,1.16,45,kgeorge_gun_380_x1_b,1.2375,1.29,1.16,45,kgeorge_gun_380_x1_b,1.2375,1.29,1.16,50,,,,,,,,,,,,,,,,,,,
"gun_19_x2_britain_bb,bc",,483,gun_19_x2,britain,"bb, bc",agamemnon_gun_305_x2,1.773,1.854,0.95,40,hood_gun_380_x2,1.3046,1.3678,0.95,45,nelson_gun_406_x2,1.3046,1.3678,0.95,45,kgeorge_gun_380_x2_b,1.2375,1.29,0.95,45,kgeorge_gun_380_x2_b,1.2375,1.29,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_19_x3_britain_bb,bc",,483,gun_19_x3,britain,"bb, bc",agamemnon_gun_305_x3,1.773,1.854,0.78,40,hood_gun_380_x3,1.3046,1.3678,0.78,45,nelson_gun_406_x3,1.3046,1.3678,0.78,45,kgeorge_gun_380_x3_c,1.2375,1.29,0.78,45,kgeorge_gun_380_x3_c,1.2375,1.29,0.78,50,,,,,,,,,,,,,,,,,,,
"gun_19_x4_britain_bb,bc",,483,gun_19_x4,britain,"bb, bc",agamemnon_gun_305_x4,1.773,1.854,0.725,40,hood_gun_380_x4,1.3046,1.3678,0.725,45,nelson_gun_406_x4,1.3046,1.3678,0.725,45,kgeorge_gun_380_x4_c,1.2375,1.29,0.725,45,kgeorge_gun_380_x4_c,1.2375,1.29,0.725,50,,,,,,,,,,,,,,,,,,,
"gun_20_x1_britain_bb,bc",,508,gun_20_x1,britain,"bb, bc",agamemnon_gun_305_x1,1.864,1.945,1.05,40,hood_gun_380_x1,1.3728,1.436,1.05,45,nelson_gun_406_x1,1.3728,1.436,1.05,45,kgeorge_gun_380_x1_b,1.3,1.3525,1.05,45,kgeorge_gun_380_x1_b,1.3,1.3525,1.05,50,,,,,,,,,,,,,,,,,,,
"gun_20_x2_britain_bb,bc",,508,gun_20_x2,britain,"bb, bc",agamemnon_gun_305_x2,1.864,1.945,0.85,40,hood_gun_380_x2,1.3728,1.436,0.85,45,nelson_gun_406_x2,1.3728,1.436,0.85,45,kgeorge_gun_380_x2_b,1.3,1.3525,0.85,45,kgeorge_gun_380_x2_b,1.3,1.3525,0.85,50,,,,,,,,,,,,,,,,,,,
"gun_20_x3_britain_bb,bc",,508,gun_20_x3,britain,"bb, bc",agamemnon_gun_305_x3,1.864,1.945,0.7,40,hood_gun_380_x3,1.3728,1.436,0.7,45,nelson_gun_406_x3,1.3728,1.436,0.7,45,kgeorge_gun_380_x3_c,1.3,1.3525,0.7,45,kgeorge_gun_380_x3_c,1.3,1.3525,0.7,50,,,,,,,,,,,,,,,,,,,
"gun_20_x4_britain_bb,bc",,508,gun_20_x4,britain,"bb, bc",agamemnon_gun_305_x4,1.864,1.945,0.65,40,hood_gun_380_x4,1.3728,1.436,0.65,45,nelson_gun_406_x4,1.3728,1.436,0.65,45,kgeorge_gun_380_x4_c,1.3,1.3525,0.65,45,kgeorge_gun_380_x4_c,1.3,1.3525,0.65,50,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_italy,,51,gun_2_x1,italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_italy,,51,gun_2_x2,italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_italy,,51,gun_2_x3,italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_italy,,51,gun_2_x4,italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_italy_dd,,76,gun_3_x1,italy,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_italy_dd,,76,gun_3_x2,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x2,0.732,0.858,1.08,55,pola_gun_100_x2,0.732,0.858,1.08,55,pola_gun_100_x2,0.732,0.858,1.08,55,,,,,,,,,,,,,,,,,,,
gun_3_x3_italy_dd,,76,gun_3_x3,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x3,0.732,0.858,0.83,55,pola_gun_100_x3,0.732,0.858,0.83,55,pola_gun_100_x3,0.732,0.858,0.83,55,,,,,,,,,,,,,,,,,,,
gun_3_x4_italy_dd,,76,gun_3_x4,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x4,0.732,0.858,0.74,55,pola_gun_100_x4,0.732,0.858,0.74,55,pola_gun_100_x4,0.732,0.858,0.74,55,,,,,,,,,,,,,,,,,,,
gun_4_x1_italy_dd,,102,gun_4_x1,italy,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_italy_dd,,102,gun_4_x2,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x2,0.868,0.994,1.28,55,pola_gun_100_x2,0.868,0.994,1.28,55,pola_gun_100_x2,0.868,0.994,1.28,55,,,,,,,,,,,,,,,,,,,
gun_4_x3_italy_dd,,102,gun_4_x3,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x3,0.868,0.994,1,55,pola_gun_100_x3,0.868,0.994,1,55,pola_gun_100_x3,0.868,0.994,1,55,,,,,,,,,,,,,,,,,,,
gun_4_x4_italy_dd,,102,gun_4_x4,italy,"dd, tb",,,,,,,,,,,pola_gun_100_x4,0.868,0.994,0.85,55,pola_gun_100_x4,0.868,0.994,0.85,55,pola_gun_100_x4,0.868,0.994,0.85,55,,,,,,,,,,,,,,,,,,,
gun_5_x1_italy_dd,,127,gun_5_x1,italy,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
