# Index,Enabled,Part ID,Mount Rotation,Position,Mount Position Type,Valid Part Types,Min Caliber,Max Caliber,Min Barrel #,Max Barrel #,Collision Checks,Left Fire Angle Override,Right Fire Angle Override,Orient Fire Arc?,Rotate Same?,# Comment 1,# Comment 2
#,,,(0-360),"(x: +Starboard/-Port, y: +Up/-Down, z: Fore/Aft)","(any, center, side)",See Comment,"in, 0 = all","in, 0 = all",0 = all,0 = all,See Comment,See Comment,See Comment,fore/aft or starboard/port. No clue what it does.,1=true/0=false. No clue what it does.,,
@index,enabled,parent,rotation,position,mount_pos_type,accepts,caliber_min,caliber_max,barrels_min,barrels_max,collision,angle_left,angle_right,orientation,rotate_same,,
42,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -1.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
43,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -2.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
44,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -3.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
45,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -4.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
46,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
47,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -15.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
48,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -14.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
49,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -13.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
50,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -12.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
51,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -11.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
52,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -10.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
53,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -9.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
54,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -8.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
55,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -7.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
56,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -6.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
57,,brooklyn_hull_c/Visual/Sections/Middle4,0,"(0.0000, 6.5700, -5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
# brooklyn_hull_c/Visual/Sections,,,,,,,,,,,,,,,,,
1,,brooklyn_hull_c/Visual/Sections/Middle3,330,"(-8.8800, 6.5700, 0.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,brooklyn_hull_c/Visual/Sections/Middle3,30,"(8.8800, 6.5700, 0.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, -5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, -4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, -3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, -2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, -1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 0.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,brooklyn_hull_c/Visual/Sections/Middle3,180,"(0.0000, 6.5700, 5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
15,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -4.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -3.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
17,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -2.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
18,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -1.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
19,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 0.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
20,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 1.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
21,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 2.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
22,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 3.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
23,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 4.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
24,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
25,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
26,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -4.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -3.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -2.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -1.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
30,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 0.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
31,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 1.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
32,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 2.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
33,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 3.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
34,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 4.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
35,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
36,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
37,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -4.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
38,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -3.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
39,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -2.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
40,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -1.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
41,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 0.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
42,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 1.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
43,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 2.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
44,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 3.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
45,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 4.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
46,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
47,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
48,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -4.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
49,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -3.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
50,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -2.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
51,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, -1.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
52,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 0.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
53,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 1.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
54,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 2.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
55,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 3.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
56,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 4.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
57,,brooklyn_hull_c/Visual/Sections/Middle3,0,"(0.0000, 6.5700, 5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
# brooklyn_hull_c/Visual/Sections,,,,,,,,,,,,,,,,,
1,,brooklyn_hull_c/Visual/Sections/Middle2,330,"(-8.8800, 6.5700, 10.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,brooklyn_hull_c/Visual/Sections/Middle2,30,"(8.8800, 6.5700, 10.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -15.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -14.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -13.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -12.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -11.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -10.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -9.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -8.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -7.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -6.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,brooklyn_hull_c/Visual/Sections/Middle2,180,"(0.0000, 6.5700, -5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
15,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 6.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 7.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
17,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 8.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
18,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 9.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
19,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 10.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
20,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 11.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
21,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 12.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
22,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 13.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
23,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 14.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
24,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 15.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
25,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
26,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 6.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 7.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 8.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 9.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
30,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 10.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
31,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 11.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
32,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 12.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
33,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 13.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
34,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 14.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
35,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 15.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
36,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 15.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
37,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 16.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
38,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 17.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
39,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 18.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
40,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 19.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
41,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 20.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
42,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 21.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
43,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 22.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
44,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 23.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
45,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 24.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
46,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 25.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
47,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
48,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 6.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
49,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 7.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
50,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 8.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
51,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 9.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
52,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 10.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
53,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 11.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
54,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 12.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
55,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 13.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
56,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 14.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
57,,brooklyn_hull_c/Visual/Sections/Middle2,0,"(0.0000, 6.5700, 15.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
# brooklyn_hull_c/Visual/Sections,,,,,,,,,,,,,,,,,
1,,brooklyn_hull_c/Visual/Sections/Middle1,330,"(-8.8800, 6.5700, 20.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,brooklyn_hull_c/Visual/Sections/Middle1,30,"(8.8800, 6.5700, 20.0000)",side,barbette,4,6,,,"ignore_collision_check,ignore_parent",,,,1,,
-1,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(-8.8800, 6.5700, 10.0000)",,deck_torpedo,,,,,"ignore_collision_check,ignore_parent",,,,1,,
-1,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(8.8800, 6.5700, 10.0000)",,deck_torpedo,,,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 0.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 6.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 7.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 8.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 9.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,brooklyn_hull_c/Visual/Sections/Middle1,180,"(0.0000, 6.5700, 10.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 15.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
15,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 16.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 17.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
17,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 18.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
18,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 19.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
19,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 20.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
20,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 21.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
21,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 22.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
22,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 23.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
23,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 24.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
24,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 25.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
25,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 15.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
26,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 16.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 17.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 18.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 19.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
30,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 20.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
31,,brooklyn_hull_c/Visual/Sections/Middle1,0,"(0.0000, 6.5700, 21.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
